0	MERLIN_Italian-v1.2	CORPUS	NULL	0	1627
1	1365_0100017	DOCUMENT	NULL	1	2
2	1325_1001155	DOCUMENT	NULL	3	4
3	1365_0100280	DOCUMENT	NULL	5	6
4	1365_0100006	DOCUMENT	NULL	7	8
5	1385_0001150	DOCUMENT	NULL	9	10
6	1325_1001022	DOCUMENT	NULL	11	12
7	1365_0100275	DOCUMENT	NULL	13	14
8	1395_0001149	DOCUMENT	NULL	15	16
9	1385_0001765	DOCUMENT	NULL	17	18
10	1385_0001165	DOCUMENT	NULL	19	20
11	1395_0000452	DOCUMENT	NULL	21	22
12	1325_1001040	DOCUMENT	NULL	23	24
13	1365_0100268	DOCUMENT	NULL	25	26
14	1365_0100233	DOCUMENT	NULL	27	28
15	1385_0001742	DOCUMENT	NULL	29	30
16	1395_0001121	DOCUMENT	NULL	31	32
17	1365_0100102	DOCUMENT	NULL	33	34
18	1325_1001101	DOCUMENT	NULL	35	36
19	1325_9000320	DOCUMENT	NULL	37	38
20	1385_0001524	DOCUMENT	NULL	39	40
21	1395_0001015	DOCUMENT	NULL	41	42
22	1395_0000602	DOCUMENT	NULL	43	44
23	1385_0001773	DOCUMENT	NULL	45	46
24	1385_0001799	DOCUMENT	NULL	47	48
25	1365_0100148	DOCUMENT	NULL	49	50
26	1325_9000185	DOCUMENT	NULL	51	52
27	1395_0000364	DOCUMENT	NULL	53	54
28	1395_0000357	DOCUMENT	NULL	55	56
29	1365_0100277	DOCUMENT	NULL	57	58
30	1385_0001199	DOCUMENT	NULL	59	60
31	1395_0000595	DOCUMENT	NULL	61	62
32	1325_9000099	DOCUMENT	NULL	63	64
33	1385_0001732	DOCUMENT	NULL	65	66
34	1365_0100198	DOCUMENT	NULL	67	68
35	1325_1001081	DOCUMENT	NULL	69	70
36	1365_0100067	DOCUMENT	NULL	71	72
37	1325_9000240	DOCUMENT	NULL	73	74
38	1325_9000296	DOCUMENT	NULL	75	76
39	1365_0100473	DOCUMENT	NULL	77	78
40	1395_0000504	DOCUMENT	NULL	79	80
41	1385_0001748	DOCUMENT	NULL	81	82
42	1365_0100145	DOCUMENT	NULL	83	84
43	1325_1001131	DOCUMENT	NULL	85	86
44	1395_0000550	DOCUMENT	NULL	87	88
45	1395_0001126	DOCUMENT	NULL	89	90
46	1325_1001032	DOCUMENT	NULL	91	92
47	1325_1001165	DOCUMENT	NULL	93	94
48	1385_0001763	DOCUMENT	NULL	95	96
49	1395_0001090	DOCUMENT	NULL	97	98
50	1325_1001162	DOCUMENT	NULL	99	100
51	1325_1001024	DOCUMENT	NULL	101	102
52	1325_1001015	DOCUMENT	NULL	103	104
53	1365_0100260	DOCUMENT	NULL	105	106
54	1365_0100094	DOCUMENT	NULL	107	108
55	1395_0000518	DOCUMENT	NULL	109	110
56	1325_9000138	DOCUMENT	NULL	111	112
57	1325_1001087	DOCUMENT	NULL	113	114
58	1395_0000403	DOCUMENT	NULL	115	116
59	1365_0100184	DOCUMENT	NULL	117	118
60	1325_1001012	DOCUMENT	NULL	119	120
61	1365_0100472	DOCUMENT	NULL	121	122
62	1325_1001027	DOCUMENT	NULL	123	124
63	1365_0100251	DOCUMENT	NULL	125	126
64	1395_0000642	DOCUMENT	NULL	127	128
65	1385_0001745	DOCUMENT	NULL	129	130
66	1395_0000559	DOCUMENT	NULL	131	132
67	1325_1001133	DOCUMENT	NULL	133	134
68	1325_1001094	DOCUMENT	NULL	135	136
69	1385_0001785	DOCUMENT	NULL	137	138
70	1365_0100057	DOCUMENT	NULL	139	140
71	1395_0000646	DOCUMENT	NULL	141	142
72	1365_0100118	DOCUMENT	NULL	143	144
73	1385_0001122	DOCUMENT	NULL	145	146
74	1395_0001067	DOCUMENT	NULL	147	148
75	1385_0001194	DOCUMENT	NULL	149	150
76	1325_1001154	DOCUMENT	NULL	151	152
77	1365_0100166	DOCUMENT	NULL	153	154
78	1395_0000526	DOCUMENT	NULL	155	156
79	1325_9000601	DOCUMENT	NULL	157	158
80	1385_0000050	DOCUMENT	NULL	159	160
81	1395_0001131	DOCUMENT	NULL	161	162
82	1395_0001078	DOCUMENT	NULL	163	164
83	1385_0001716	DOCUMENT	NULL	165	166
84	1325_1001161	DOCUMENT	NULL	167	168
85	1385_0001766	DOCUMENT	NULL	169	170
86	1395_0001120	DOCUMENT	NULL	171	172
87	1395_0001010	DOCUMENT	NULL	173	174
88	1385_0001129	DOCUMENT	NULL	175	176
89	1395_0000630	DOCUMENT	NULL	177	178
90	1385_0000013	DOCUMENT	NULL	179	180
91	1365_0100139	DOCUMENT	NULL	181	182
92	1325_9000188	DOCUMENT	NULL	183	184
93	1385_0001147	DOCUMENT	NULL	185	186
94	1395_0001123	DOCUMENT	NULL	187	188
95	1365_0100459	DOCUMENT	NULL	189	190
96	1325_1001091	DOCUMENT	NULL	191	192
97	1395_0001064	DOCUMENT	NULL	193	194
98	1325_9000135	DOCUMENT	NULL	195	196
99	1365_0100051	DOCUMENT	NULL	197	198
100	1385_0001153	DOCUMENT	NULL	199	200
101	1325_1001082	DOCUMENT	NULL	201	202
102	1325_9000213	DOCUMENT	NULL	203	204
103	1365_0100163	DOCUMENT	NULL	205	206
104	1325_9000143	DOCUMENT	NULL	207	208
105	1325_1001050	DOCUMENT	NULL	209	210
106	1365_0100168	DOCUMENT	NULL	211	212
107	1395_0000415	DOCUMENT	NULL	213	214
108	1395_0000368	DOCUMENT	NULL	215	216
109	1365_0100256	DOCUMENT	NULL	217	218
110	1365_0100221	DOCUMENT	NULL	219	220
111	1365_0100270	DOCUMENT	NULL	221	222
112	1325_1001014	DOCUMENT	NULL	223	224
113	1325_9000105	DOCUMENT	NULL	225	226
114	1395_0000402	DOCUMENT	NULL	227	228
115	1395_0000438	DOCUMENT	NULL	229	230
116	1385_0001739	DOCUMENT	NULL	231	232
117	1365_0100106	DOCUMENT	NULL	233	234
118	1365_0100002	DOCUMENT	NULL	235	236
119	1395_0000556	DOCUMENT	NULL	237	238
120	1395_0000626	DOCUMENT	NULL	239	240
121	1385_0001118	DOCUMENT	NULL	241	242
122	1325_1001078	DOCUMENT	NULL	243	244
123	1365_0100263	DOCUMENT	NULL	245	246
124	1325_1001039	DOCUMENT	NULL	247	248
125	1385_0000012	DOCUMENT	NULL	249	250
126	1395_0001080	DOCUMENT	NULL	251	252
127	1385_0000099	DOCUMENT	NULL	253	254
128	1365_0100266	DOCUMENT	NULL	255	256
129	1365_0100029	DOCUMENT	NULL	257	258
130	1365_0100267	DOCUMENT	NULL	259	260
131	1395_0001034	DOCUMENT	NULL	261	262
132	1325_1001137	DOCUMENT	NULL	263	264
133	1385_0001758	DOCUMENT	NULL	265	266
134	1365_0100218	DOCUMENT	NULL	267	268
135	1395_0000537	DOCUMENT	NULL	269	270
136	1395_0001022	DOCUMENT	NULL	271	272
137	1325_1001088	DOCUMENT	NULL	273	274
138	1395_0000639	DOCUMENT	NULL	275	276
139	1395_0000356	DOCUMENT	NULL	277	278
140	1365_0100003	DOCUMENT	NULL	279	280
141	1365_0100276	DOCUMENT	NULL	281	282
142	1385_0001174	DOCUMENT	NULL	283	284
143	1385_0001752	DOCUMENT	NULL	285	286
144	1365_0100164	DOCUMENT	NULL	287	288
145	1365_0100474	DOCUMENT	NULL	289	290
146	1365_0100172	DOCUMENT	NULL	291	292
147	1365_0100014	DOCUMENT	NULL	293	294
148	1395_0001167	DOCUMENT	NULL	295	296
149	1365_0100195	DOCUMENT	NULL	297	298
150	1395_0001114	DOCUMENT	NULL	299	300
151	1395_0001124	DOCUMENT	NULL	301	302
152	1385_0001741	DOCUMENT	NULL	303	304
153	1325_1001092	DOCUMENT	NULL	305	306
154	1325_1001160	DOCUMENT	NULL	307	308
155	1395_0000597	DOCUMENT	NULL	309	310
156	1325_1001157	DOCUMENT	NULL	311	312
157	1325_1001132	DOCUMENT	NULL	313	314
158	1365_0100180	DOCUMENT	NULL	315	316
159	1385_0001750	DOCUMENT	NULL	317	318
160	1395_0000604	DOCUMENT	NULL	319	320
161	1385_0000119	DOCUMENT	NULL	321	322
162	1385_0001151	DOCUMENT	NULL	323	324
163	1385_0001137	DOCUMENT	NULL	325	326
164	1395_0000392	DOCUMENT	NULL	327	328
165	1365_0100095	DOCUMENT	NULL	329	330
166	1325_1001100	DOCUMENT	NULL	331	332
167	1325_1001016	DOCUMENT	NULL	333	334
168	1385_0001109	DOCUMENT	NULL	335	336
169	1365_0100099	DOCUMENT	NULL	337	338
170	1385_0001762	DOCUMENT	NULL	339	340
171	1385_0001749	DOCUMENT	NULL	341	342
172	1365_0100063	DOCUMENT	NULL	343	344
173	1325_1001009	DOCUMENT	NULL	345	346
174	1325_1001123	DOCUMENT	NULL	347	348
175	1395_0000514	DOCUMENT	NULL	349	350
176	1325_1001046	DOCUMENT	NULL	351	352
177	1365_0100478	DOCUMENT	NULL	353	354
178	1395_0000513	DOCUMENT	NULL	355	356
179	1385_0001111	DOCUMENT	NULL	357	358
180	1395_0001118	DOCUMENT	NULL	359	360
181	1385_0001772	DOCUMENT	NULL	361	362
182	1325_9000095	DOCUMENT	NULL	363	364
183	1385_0001794	DOCUMENT	NULL	365	366
184	1365_0100457	DOCUMENT	NULL	367	368
185	1385_0001724	DOCUMENT	NULL	369	370
186	1365_0100103	DOCUMENT	NULL	371	372
187	1325_9000677	DOCUMENT	NULL	373	374
188	1395_0001028	DOCUMENT	NULL	375	376
189	1365_0100023	DOCUMENT	NULL	377	378
190	1325_1001136	DOCUMENT	NULL	379	380
191	1385_0001134	DOCUMENT	NULL	381	382
192	1325_9000505	DOCUMENT	NULL	383	384
193	1325_1001156	DOCUMENT	NULL	385	386
194	1395_0001164	DOCUMENT	NULL	387	388
195	1385_0001753	DOCUMENT	NULL	389	390
196	1325_9000215	DOCUMENT	NULL	391	392
197	1325_9000210	DOCUMENT	NULL	393	394
198	1385_0001123	DOCUMENT	NULL	395	396
