0	MERLIN_German-v1.2	CORPUS	NULL	0	2067
1	1091_0000198	DOCUMENT	NULL	1	2
2	1071_0248315	DOCUMENT	NULL	3	4
3	1031_0003190	DOCUMENT	NULL	5	6
4	1071_0024784	DOCUMENT	NULL	7	8
5	1091_0000041	DOCUMENT	NULL	9	10
6	1061_1029113	DOCUMENT	NULL	11	12
7	1023_0102117	DOCUMENT	NULL	13	14
8	1091_0000022	DOCUMENT	NULL	15	16
9	1091_0000247	DOCUMENT	NULL	17	18
10	1031_0003181	DOCUMENT	NULL	19	20
11	1061_0120406	DOCUMENT	NULL	21	22
12	1091_0000264	DOCUMENT	NULL	23	24
13	1061_0120386	DOCUMENT	NULL	25	26
14	1071_0024776	DOCUMENT	NULL	27	28
15	1023_0109609	DOCUMENT	NULL	29	30
16	1023_0101841	DOCUMENT	NULL	31	32
17	1061_0120403	DOCUMENT	NULL	33	34
18	1061_0120494	DOCUMENT	NULL	35	36
19	1091_0000239	DOCUMENT	NULL	37	38
20	1031_0003186	DOCUMENT	NULL	39	40
21	1031_0003315	DOCUMENT	NULL	41	42
22	1091_0000030	DOCUMENT	NULL	43	44
23	1061_0120440	DOCUMENT	NULL	45	46
24	1023_0109402	DOCUMENT	NULL	47	48
25	1023_0001420	DOCUMENT	NULL	49	50
26	1071_0024834	DOCUMENT	NULL	51	52
27	1023_0108811	DOCUMENT	NULL	53	54
28	1091_0000260	DOCUMENT	NULL	55	56
29	1023_0108766	DOCUMENT	NULL	57	58
30	1023_0101689	DOCUMENT	NULL	59	60
31	1061_0120456	DOCUMENT	NULL	61	62
32	1061_1029112	DOCUMENT	NULL	63	64
33	1091_0000017	DOCUMENT	NULL	65	66
34	1091_0000037	DOCUMENT	NULL	67	68
35	1071_0248337	DOCUMENT	NULL	69	70
36	1031_0003415	DOCUMENT	NULL	71	72
37	1071_0248336	DOCUMENT	NULL	73	74
38	1091_0000060	DOCUMENT	NULL	75	76
39	1061_0120356	DOCUMENT	NULL	77	78
40	1031_0003407	DOCUMENT	NULL	79	80
41	1071_0248343	DOCUMENT	NULL	81	82
42	1071_0248335	DOCUMENT	NULL	83	84
43	1071_0243623	DOCUMENT	NULL	85	86
44	1031_0003043	DOCUMENT	NULL	87	88
45	1061_0120853	DOCUMENT	NULL	89	90
46	1023_0109518	DOCUMENT	NULL	91	92
47	1023_0109399	DOCUMENT	NULL	93	94
48	1031_0003245	DOCUMENT	NULL	95	96
49	1061_0120357	DOCUMENT	NULL	97	98
50	1071_0024876	DOCUMENT	NULL	99	100
51	1091_0000192	DOCUMENT	NULL	101	102
52	1071_0024803	DOCUMENT	NULL	103	104
53	1023_0101694	DOCUMENT	NULL	105	106
54	1091_0000026	DOCUMENT	NULL	107	108
55	1091_0000015	DOCUMENT	NULL	109	110
56	1023_0101848	DOCUMENT	NULL	111	112
57	1061_0120279	DOCUMENT	NULL	113	114
58	1071_0024817	DOCUMENT	NULL	115	116
59	1071_0024688	DOCUMENT	NULL	117	118
60	1071_0024857	DOCUMENT	NULL	119	120
61	1061_0120424	DOCUMENT	NULL	121	122
62	1091_0000023	DOCUMENT	NULL	123	124
63	1023_0109915	DOCUMENT	NULL	125	126
64	1071_0024872	DOCUMENT	NULL	127	128
65	1091_0000168	DOCUMENT	NULL	129	130
66	1031_0003012	DOCUMENT	NULL	131	132
67	1061_0120273	DOCUMENT	NULL	133	134
68	1031_0003352	DOCUMENT	NULL	135	136
69	1031_0002036	DOCUMENT	NULL	137	138
70	1023_0104209	DOCUMENT	NULL	139	140
71	1061_0120490	DOCUMENT	NULL	141	142
72	1091_0000171	DOCUMENT	NULL	143	144
73	1071_0024838	DOCUMENT	NULL	145	146
74	1071_0248326	DOCUMENT	NULL	147	148
75	1061_0120493	DOCUMENT	NULL	149	150
76	1023_0109496	DOCUMENT	NULL	151	152
77	1091_0000034	DOCUMENT	NULL	153	154
78	1031_0003241	DOCUMENT	NULL	155	156
79	1061_0120347	DOCUMENT	NULL	157	158
80	1091_0000243	DOCUMENT	NULL	159	160
81	1023_0103843	DOCUMENT	NULL	161	162
82	1071_0248344	DOCUMENT	NULL	163	164
83	1031_0003233	DOCUMENT	NULL	165	166
84	1071_0024783	DOCUMENT	NULL	167	168
85	1031_0003088	DOCUMENT	NULL	169	170
86	1091_0000275	DOCUMENT	NULL	171	172
87	1071_0024813	DOCUMENT	NULL	173	174
88	1061_0120387	DOCUMENT	NULL	175	176
89	1023_0101852	DOCUMENT	NULL	177	178
90	1061_0120289	DOCUMENT	NULL	179	180
91	1031_0003187	DOCUMENT	NULL	181	182
92	1061_0120370	DOCUMENT	NULL	183	184
93	1023_0101895	DOCUMENT	NULL	185	186
94	1031_0003327	DOCUMENT	NULL	187	188
95	1023_0108814	DOCUMENT	NULL	189	190
96	1031_0003169	DOCUMENT	NULL	191	192
97	1071_0248302	DOCUMENT	NULL	193	194
98	1061_0120384	DOCUMENT	NULL	195	196
99	1071_0243593	DOCUMENT	NULL	197	198
100	1061_0120857	DOCUMENT	NULL	199	200
101	1091_0000025	DOCUMENT	NULL	201	202
102	1091_0000259	DOCUMENT	NULL	203	204
103	1023_0103841	DOCUMENT	NULL	205	206
104	1023_0103824	DOCUMENT	NULL	207	208
105	1031_0003242	DOCUMENT	NULL	209	210
106	1091_0000169	DOCUMENT	NULL	211	212
107	1091_0000261	DOCUMENT	NULL	213	214
108	1071_0024704	DOCUMENT	NULL	215	216
109	1091_0000160	DOCUMENT	NULL	217	218
